,dataset_name,window_len_neuro_back,window_len_neuro_forward,window_len_vascu_back,poly_degree,aggregate_window,alpha,test_size,mse_train,mae_train,r2_train,mse_test,mae_test,r2_test
32,2021_02_01_neurovascular_datasets,1,0,15,,flatten,10000.0,700,0.5712384721350386,0.5016476627977764,0.9625187236900822,14.932670031343681,2.8875239921245504,-0.3489751757388252
33,2021_02_01_neurovascular_datasets,1,0,15,,flatten,10000.0,700,0.5663019859612467,0.5013511457039292,0.9627895749300635,15.83173073407872,2.969457432942437,-0.4173511060655944
34,2021_02_01_neurovascular_datasets,1,0,15,,flatten,10000.0,700,0.5647046835617001,0.5011763116874504,0.9628889316813911,16.22552308521534,3.0082806342591293,-0.45042242995611087
35,2021_02_01_neurovascular_datasets,1,0,15,,flatten,10000.0,700,0.5642442820852787,0.5012060181219427,0.962927865611493,16.429631255598647,3.02867324987863,-0.4685045016289618
36,2021_02_01_neurovascular_datasets,1,0,17,,flatten,10000.0,700,0.46340960972967127,0.4491771728000451,0.96963036211765,14.828692459777967,2.8769931672422184,-0.3340793639303372
37,2021_02_01_neurovascular_datasets,1,0,17,,flatten,10000.0,700,0.45929984683789826,0.4484627102356151,0.969857919886449,15.533056865523129,2.9423950169383826,-0.38915050566545883
38,2021_02_01_neurovascular_datasets,1,0,17,,flatten,10000.0,700,0.45836468086694543,0.44827541482396327,0.9699335520372577,15.836166067371057,2.9726062128926354,-0.41504235066725953
39,2021_02_01_neurovascular_datasets,1,0,17,,flatten,10000.0,700,0.4580088073848275,0.44821117362253116,0.9699708888256435,15.998004276162455,2.989167183021234,-0.42954434573681916
40,2021_02_01_neurovascular_datasets,1,0,19,,flatten,10000.0,700,0.3844579346065732,0.4070934739045036,0.974843439300421,14.653805360453644,2.8594043868783903,-0.31616722919635226
41,2021_02_01_neurovascular_datasets,1,0,19,,flatten,10000.0,700,0.3812475230035647,0.4061623465734849,0.9750366393209002,15.236097073063247,2.914840767150163,-0.36194442110559005
42,2021_02_01_neurovascular_datasets,1,0,19,,flatten,10000.0,700,0.3803008731392929,0.4058000472752743,0.9751033374974474,15.470912379618099,2.9391648356828797,-0.38241451513624664
43,2021_02_01_neurovascular_datasets,1,0,19,,flatten,10000.0,700,0.3798836350887007,0.40567477858890544,0.9751347952276558,15.593221557054335,2.9520358217060276,-0.3936262941499465
44,2021_02_01_neurovascular_datasets,1,0,21,,flatten,10000.0,700,0.32350880234413476,0.3718818859527348,0.9788281820932517,14.469148392207352,2.8409285158526263,-0.297395375535495
45,2021_02_01_neurovascular_datasets,1,0,21,,flatten,10000.0,700,0.3209786545684448,0.37095409771004123,0.9789857992238804,14.949448058188365,2.8871973698872155,-0.33511053356857023
46,2021_02_01_neurovascular_datasets,1,0,21,,flatten,10000.0,700,0.32031137966815226,0.37063160518752486,0.9790374023481673,15.147480940483739,2.9075953224636106,-0.35209025056645576
47,2021_02_01_neurovascular_datasets,1,0,21,,flatten,10000.0,700,0.3199516962748947,0.3704945719095239,0.9790640228114311,15.248771762718063,2.917920717444418,-0.36117379145089296
48,2021_02_01_neurovascular_datasets,1,1,0,,flatten,100.0,700,12.86119175389007,2.6283530667345816,0.11253842130145775,12.53107133513796,2.6180717099924085,-0.08459410012112843
49,2021_02_01_neurovascular_datasets,1,1,0,,flatten,100.0,700,12.864198026311259,2.6302430757568827,0.11061479499805922,12.50939290339751,2.6161675292111246,-0.08493135222511172
50,2021_02_01_neurovascular_datasets,1,1,0,,flatten,100.0,700,12.886395024374227,2.6330243874962065,0.10884645665482334,12.496221381669796,2.6147678688308695,-0.08476359929739324
51,2021_02_01_neurovascular_datasets,1,1,0,,flatten,100.0,700,12.88561982294422,2.6342008776216463,0.10770372719473022,12.487500843998236,2.613359968856833,-0.0841718611487128
52,2021_02_01_neurovascular_datasets,1,1,1,,flatten,10000.0,700,5.37070487759719,1.5651323806529946,0.6313959312654901,7.607574299619203,1.994851133945621,0.3091022766151222
53,2021_02_01_neurovascular_datasets,1,1,1,,flatten,10000.0,700,6.356190753284354,1.7397024190922719,0.5652610885716872,9.508976304742083,2.2387260377993448,0.15355760317556277
54,2021_02_01_neurovascular_datasets,1,1,1,,flatten,10000.0,700,6.941454010671808,1.8431748656478726,0.5246337966983793,10.765739675968955,2.3911531228886247,0.04944013878547549
55,2021_02_01_neurovascular_datasets,1,1,1,,flatten,10000.0,700,7.303473542088557,1.9077292288373229,0.4985505291497892,11.585083421659917,2.4882711423740473,-0.01949224520980015
56,2021_02_01_neurovascular_datasets,1,1,3,,flatten,10000.0,700,3.839329906320443,1.3427661533297301,0.7383090474570692,9.57200759213121,2.277723857519071,0.12478013679671568
57,2021_02_01_neurovascular_datasets,1,1,3,,flatten,10000.0,700,4.309679295717922,1.4470623875079929,0.7070679807803668,11.845702604650246,2.530254605123634,-0.059314856437769556
58,2021_02_01_neurovascular_datasets,1,1,3,,flatten,10000.0,700,4.557169171555806,1.5028282247934757,0.6899387732682769,13.294672973751586,2.683242193114213,-0.17716370372376092
59,2021_02_01_neurovascular_datasets,1,1,3,,flatten,10000.0,700,4.703420487446035,1.5359957913854319,0.6792892410245752,14.188191894958116,2.776295874367731,-0.252938710339048
60,2021_02_01_neurovascular_datasets,1,1,5,,flatten,10000.0,700,2.63714286356198,1.1178279578408858,0.8222082416790065,11.755914303212247,2.5523899152486824,-0.07826861447750706
61,2021_02_01_neurovascular_datasets,1,1,5,,flatten,10000.0,700,2.8285157685026636,1.1740523465125654,0.8093147361693912,14.108192132157866,2.784535675361218,-0.2655895601889552
62,2021_02_01_neurovascular_datasets,1,1,5,,flatten,10000.0,700,2.921004620729016,1.2014874407950362,0.8027053110114749,15.53013992752704,2.9196485220273978,-0.3810510412816919
63,2021_02_01_neurovascular_datasets,1,1,5,,flatten,10000.0,700,2.975747331149592,1.2177232998087038,0.7986722331511811,16.429231651618156,3.0039854355294677,-0.45463121728728856
64,2021_02_01_neurovascular_datasets,1,1,7,,flatten,10000.0,700,1.8041761368139697,0.9191224874311367,0.879523659295359,13.432030374845798,2.741460718377449,-0.24309086581729697
65,2021_02_01_neurovascular_datasets,1,1,7,,flatten,10000.0,700,1.8660040400209468,0.9457273133339175,0.8751201372549073,15.616507564342989,2.939759728503299,-0.40727702122478715
66,2021_02_01_neurovascular_datasets,1,1,7,,flatten,10000.0,700,1.8913002518550226,0.9573311598522656,0.873156069598172,16.880959504864556,3.0522583424937224,-0.5029177733501139
67,2021_02_01_neurovascular_datasets,1,1,7,,flatten,10000.0,700,1.906580387746885,0.9642075746149784,0.8719745960834989,17.631985702208812,3.119766426905408,-0.5617398638365702
68,2021_02_01_neurovascular_datasets,1,1,9,,flatten,10000.0,700,1.2720156204398019,0.7654043522089812,0.9155659973882168,14.451097687168383,2.8444310581778867,-0.32973896219098453
69,2021_02_01_neurovascular_datasets,1,1,9,,flatten,10000.0,700,1.2859304046455282,0.776785502237914,0.9144277389843527,16.234549952282343,3.0036939229317716,-0.4665041705186328
70,2021_02_01_neurovascular_datasets,1,1,9,,flatten,10000.0,700,1.2917053023582141,0.7814633230311374,0.9139481989048348,17.161428687959578,3.0877703968222305,-0.5395585245092125
71,2021_02_01_neurovascular_datasets,1,1,9,,flatten,10000.0,700,1.296185677963534,0.7843078023763135,0.9136382256250168,17.72638912694013,3.1381501809971284,-0.5817819333063619
72,2021_02_01_neurovascular_datasets,1,1,11,,flatten,10000.0,700,0.93895040878127,0.6521571647699544,0.9380142694421729,14.868294885274617,2.8846069526701235,-0.3592099082881276
73,2021_02_01_neurovascular_datasets,1,1,11,,flatten,10000.0,700,0.9387768887412197,0.6566452953432658,0.9378924866668149,16.291801547044003,3.0119244699910643,-0.4690125212302484
74,2021_02_01_neurovascular_datasets,1,1,11,,flatten,10000.0,700,0.9388116795306451,0.6582854521212214,0.9378664728873594,16.973151724409746,3.075219680979089,-0.5249174587151749
75,2021_02_01_neurovascular_datasets,1,1,11,,flatten,10000.0,700,0.9392988175041842,0.6593112160239979,0.9378272785438813,17.35689097885436,3.1106161890860293,-0.5564938856528482
76,2021_02_01_neurovascular_datasets,1,1,13,,flatten,10000.0,700,0.7213986651550233,0.5673023599366773,0.9525786452165046,14.98704102296661,2.8941734466144693,-0.36027340774759337
77,2021_02_01_neurovascular_datasets,1,1,13,,flatten,10000.0,700,0.7160467334936316,0.5683272598514333,0.9527956726628389,16.113920759506534,2.994741883146387,-0.4464749867615035
78,2021_02_01_neurovascular_datasets,1,1,13,,flatten,10000.0,700,0.7149675940025229,0.5687838444519053,0.9528680817706738,16.624452968701586,3.043595524363781,-0.48887822646889195
79,2021_02_01_neurovascular_datasets,1,1,13,,flatten,10000.0,700,0.7148307823826123,0.5690924214784071,0.9529030075614869,16.907567532117714,3.0705925055497336,-0.5126638179732763
80,2021_02_01_neurovascular_datasets,1,1,15,,flatten,10000.0,700,0.5712060256632042,0.5016306720612771,0.9625209543924755,14.932232469593327,2.8874751290321763,-0.3489287964883375
81,2021_02_01_neurovascular_datasets,1,1,15,,flatten,10000.0,700,0.5662684664665092,0.5013333377790492,0.9627918377323806,15.831188522886173,2.9693971418603144,-0.4172926233083181
82,2021_02_01_neurovascular_datasets,1,1,15,,flatten,10000.0,700,0.5646714525575941,0.5011582697388252,0.9628911984325761,16.224887062295625,3.0082118808732408,-0.45035606611946577
83,2021_02_01_neurovascular_datasets,1,1,15,,flatten,10000.0,700,0.5642111005148617,0.5011879511828985,0.9629301231587855,16.428917025856375,3.028598821688896,-0.4684316296642412
84,2021_02_01_neurovascular_datasets,1,1,17,,flatten,10000.0,700,0.4633882999348803,0.4491650457191379,0.9696318200561614,14.828358957776368,2.8769561204903007,-0.33404323723719936
85,2021_02_01_neurovascular_datasets,1,1,17,,flatten,10000.0,700,0.4592780827451178,0.44845004254499177,0.9698593856876342,15.532643031089284,2.9423493650478423,-0.3891058572426584
86,2021_02_01_neurovascular_datasets,1,1,17,,flatten,10000.0,700,0.4583430490083171,0.4482626039636527,0.9699350206987447,15.83568827341583,2.9725551218580657,-0.41499253040204775
87,2021_02_01_neurovascular_datasets,1,1,17,,flatten,10000.0,700,0.4579872593245043,0.4481983704462719,0.9699723477304673,15.997469390767007,2.9891117458703538,-0.42949003541590003
88,2021_02_01_neurovascular_datasets,1,1,19,,flatten,10000.0,700,0.3844429898143962,0.40708431189751726,0.9748444472731496,14.653546114549924,2.8593741404967927,-0.31613948706066086
89,2021_02_01_neurovascular_datasets,1,1,19,,flatten,10000.0,700,0.38123247656588255,0.4061529216377322,0.9750376421300475,15.235771067429729,2.9148039576601934,-0.3619101857707513
90,2021_02_01_neurovascular_datasets,1,1,19,,flatten,10000.0,700,0.3802859748912627,0.4057905157189788,0.9751043398251842,15.470542852057324,2.939125024564415,-0.38237688622286825
91,2021_02_01_neurovascular_datasets,1,1,19,,flatten,10000.0,700,0.3798688526826128,0.4056653127380968,0.975135788608926,15.592812911375118,2.9519934758118067,-0.3935856373601049
92,2021_02_01_neurovascular_datasets,1,1,21,,flatten,10000.0,700,0.3234979603787902,0.37187477120510787,0.9788289125029477,14.468940787525842,2.8409052499528307,-0.2973745338291447
93,2021_02_01_neurovascular_datasets,1,1,21,,flatten,10000.0,700,0.3209678402616091,0.3709468519016585,0.9789865213370899,14.949186293854739,2.887168536291724,-0.3350841882916245
94,2021_02_01_neurovascular_datasets,1,1,21,,flatten,10000.0,700,0.3203006424434588,0.37062426076527394,0.9790381259086006,15.147188753308313,2.9075642430247317,-0.352061464412053
95,2021_02_01_neurovascular_datasets,1,1,21,,flatten,10000.0,700,0.31994105132429695,0.37048725459069304,0.9790647396858703,15.248452020318846,2.9178879659230677,-0.36114280261728426
96,2021_02_01_neurovascular_datasets,1,3,0,,flatten,100.0,700,12.323467132600857,2.570485518420831,0.14932256812029768,12.726658088008653,2.6406771490187917,-0.1079742311822801
97,2021_02_01_neurovascular_datasets,1,3,0,,flatten,100.0,700,12.337674392486461,2.572102720486308,0.1483478557843086,12.73230123914487,2.641095011112555,-0.10826852252417916
98,2021_02_01_neurovascular_datasets,1,3,0,,flatten,100.0,700,12.355089921827155,2.5741494324070215,0.14710278646141253,12.74707643339536,2.6420753699489934,-0.10814243804092886
99,2021_02_01_neurovascular_datasets,1,3,0,,flatten,100.0,700,12.355450479557222,2.5754324751164988,0.14599182815856954,12.744571309704668,2.6414611782712303,-0.10831216822862488
100,2021_02_01_neurovascular_datasets,1,3,1,,flatten,10000.0,700,5.358834900655547,1.5633310502601374,0.6317991797343393,7.575366520771514,1.9926864311688715,0.3089706216413458
101,2021_02_01_neurovascular_datasets,1,3,1,,flatten,10000.0,700,6.343637156382366,1.737808026991845,0.5661909207872885,9.482697951765962,2.2366837105384363,0.1536325133189043
102,2021_02_01_neurovascular_datasets,1,3,1,,flatten,10000.0,700,6.929453167480444,1.8414342881261527,0.525509835536873,10.766287988344418,2.39130488320801,0.04935615745079621
103,2021_02_01_neurovascular_datasets,1,3,1,,flatten,10000.0,700,7.289599260618688,1.905753256688434,0.49956423099163366,11.58448386547025,2.488268148564861,-0.01947532117597044
104,2021_02_01_neurovascular_datasets,1,3,3,,flatten,10000.0,700,3.8353628556942843,1.3419751939943492,0.7386005817489892,9.573294660117629,2.277944358048375,0.12464980514349797
105,2021_02_01_neurovascular_datasets,1,3,3,,flatten,10000.0,700,4.3041872161163965,1.4460383651581399,0.707463089781565,11.845349907806884,2.5302849843512742,-0.05930675056387549
106,2021_02_01_neurovascular_datasets,1,3,3,,flatten,10000.0,700,4.550562593392704,1.5016240854618326,0.6904126936342257,13.292413201961292,2.683076616930543,-0.17699261085706608
107,2021_02_01_neurovascular_datasets,1,3,3,,flatten,10000.0,700,4.695995735374451,1.5346531974121145,0.6798239517277995,14.184240365410554,2.775954394739951,-0.2526060291457214
108,2021_02_01_neurovascular_datasets,1,3,5,,flatten,10000.0,700,2.6350977756378016,1.1173171181907537,0.8223576377604892,11.75551719650308,2.5523528922905854,-0.07821225718420723
109,2021_02_01_neurovascular_datasets,1,3,5,,flatten,10000.0,700,2.825887250820919,1.173425083162174,0.8095033964603834,14.105837064550785,2.7843187380491368,-0.26536636174601747
110,2021_02_01_neurovascular_datasets,1,3,5,,flatten,10000.0,700,2.9179854979995885,1.200774631000219,0.8029218371608737,15.525862621531996,2.919255653556534,-0.3806644129227338
111,2021_02_01_neurovascular_datasets,1,3,5,,flatten,10000.0,700,2.9724516846928313,1.2169472405399864,0.7989094738007373,16.423372194796276,3.003445321661721,-0.4540985374444762
112,2021_02_01_neurovascular_datasets,1,3,7,,flatten,10000.0,700,1.8032555276882654,0.918844391423957,0.8795888365258044,13.430436771599057,2.7412817492014856,-0.24291248423670023
113,2021_02_01_neurovascular_datasets,1,3,7,,flatten,10000.0,700,1.864906764185337,0.945400074357239,0.8751972251889022,15.6133437086097,2.9394360421389574,-0.4069652849973333
114,2021_02_01_neurovascular_datasets,1,3,7,,flatten,10000.0,700,1.890103340338961,0.9569730607876507,0.8732405334431548,16.876405378226835,3.0518162072775037,-0.5024887653948903
115,2021_02_01_neurovascular_datasets,1,3,7,,flatten,10000.0,700,1.9053171905103665,0.9638287017310306,0.8720642043529083,17.626362015047828,3.119232932326658,-0.5612162919164269
116,2021_02_01_neurovascular_datasets,1,3,9,,flatten,10000.0,700,1.271606355039228,0.7652565722866811,0.9155945132734404,14.44943196579959,2.8442385441857327,-0.32955725930045643
117,2021_02_01_neurovascular_datasets,1,3,9,,flatten,10000.0,700,1.285472177611754,0.7766194108132529,0.914459556646243,16.23166292650266,3.0034075756845504,-0.4662264627129605
118,2021_02_01_neurovascular_datasets,1,3,9,,flatten,10000.0,700,1.2912239614730792,0.7812878552472726,0.9139817313774568,17.157658241930495,3.087409783611293,-0.5392080249917832
119,2021_02_01_neurovascular_datasets,1,3,9,,flatten,10000.0,700,1.295690394172586,0.7841263418385687,0.913672865437028,17.722021144079356,3.1377395703593427,-0.5813783079590892
120,2021_02_01_neurovascular_datasets,1,3,11,,flatten,10000.0,700,0.938745548847476,0.6520727485106356,0.9380281090382248,14.866723790548908,2.88443451727187,-0.359048499373744
121,2021_02_01_neurovascular_datasets,1,3,11,,flatten,10000.0,700,0.93856032043226,0.6565539461546683,0.937907242574071,16.289534087834376,3.0116963905080985,-0.46879447279675945
122,2021_02_01_neurovascular_datasets,1,3,11,,flatten,10000.0,700,0.9385901992864999,0.6581910375515959,0.9378816456989192,16.970400714395108,3.0749515900923354,-0.5246571055573978
123,2021_02_01_neurovascular_datasets,1,3,11,,flatten,10000.0,700,0.9390750429278667,0.6592149475778415,0.9378427114986233,17.353812411652722,3.1103185492407963,-0.556202075239747
124,2021_02_01_neurovascular_datasets,1,3,13,,flatten,10000.0,700,0.7212847037252241,0.5672496058693277,0.9525861956912389,14.985854394695016,2.8940406639591587,-0.36014712566514284
125,2021_02_01_neurovascular_datasets,1,3,13,,flatten,10000.0,700,0.715930840140099,0.5682719840462227,0.9528034703584778,16.112275521136446,2.994573184733813,-0.44631279937636487
126,2021_02_01_neurovascular_datasets,1,3,13,,flatten,10000.0,700,0.7148516860221925,0.5687276891717292,0.9528759614850416,16.622522366605292,3.043401702646619,-0.4886898417758113
127,2021_02_01_neurovascular_datasets,1,3,13,,flatten,10000.0,700,0.7147149250351759,0.5690357197345467,0.9529109260017391,16.90545692082782,3.070382202695279,-0.5124569412377499
128,2021_02_01_neurovascular_datasets,1,3,15,,flatten,10000.0,700,0.5711367587620299,0.5015956609574611,0.9625254827387261,14.931358344717664,2.887369945003086,-0.34883482384451375
129,2021_02_01_neurovascular_datasets,1,3,15,,flatten,10000.0,700,0.5661991693815471,0.5012971337269692,0.9627964260606182,15.830019634094423,2.9692706277397036,-0.417175699361909
130,2021_02_01_neurovascular_datasets,1,3,15,,flatten,10000.0,700,0.5646028813812811,0.5011217497464625,0.9628957947202548,16.223532169176938,3.0080701989352465,-0.4502219937072343
131,2021_02_01_neurovascular_datasets,1,3,15,,flatten,10000.0,700,0.5641428421198927,0.5011511819712116,0.9629347288037122,16.42744096261016,3.0284465966149843,-0.4682853451778844
132,2021_02_01_neurovascular_datasets,1,3,17,,flatten,10000.0,700,0.4633426604763857,0.44913988102412183,0.9696347725385083,14.827675542929892,2.876876906586533,-0.3339690657042531
133,2021_02_01_neurovascular_datasets,1,3,17,,flatten,10000.0,700,0.45923328170221006,0.4484244484599204,0.9698623395008129,15.531738664126351,2.9422525719892287,-0.3890162975354032
134,2021_02_01_neurovascular_datasets,1,3,17,,flatten,10000.0,700,0.45829896455058644,0.4482369852535242,0.9699379579551641,15.83466400623037,2.9724478620753,-0.4148922860792405
135,2021_02_01_neurovascular_datasets,1,3,17,,flatten,10000.0,700,0.4579434669608599,0.44817264884876706,0.9699752825895998,15.996366013016411,2.9889974191639666,-0.4293818908878698
136,2021_02_01_neurovascular_datasets,1,3,19,,flatten,10000.0,700,0.38441064371843603,0.40706518755632715,0.9748464972121614,14.65300777552767,2.859312830705676,-0.31608304366976575
137,2021_02_01_neurovascular_datasets,1,3,19,,flatten,10000.0,700,0.38120122875551676,0.4061337737929937,0.9750396717448521,15.235086066628684,2.9147315595820924,-0.3618438660865119
138,2021_02_01_neurovascular_datasets,1,3,19,,flatten,10000.0,700,0.3802555319853577,0.4057714811322369,0.9751063500100003,15.469764955921137,2.9390447314072334,-0.38230279672915124
139,2021_02_01_neurovascular_datasets,1,3,19,,flatten,10000.0,700,0.37983869141181414,0.4056462189929485,0.9751377965591379,15.59197320894152,2.9519076015105434,-0.39350552240787423
140,2021_02_01_neurovascular_datasets,1,3,21,,flatten,10000.0,700,0.32347471388974985,0.3718599527277512,0.9788303903502527,14.468527670053042,2.8408586750336515,-0.29733183758664455
141,2021_02_01_neurovascular_datasets,1,3,21,,flatten,10000.0,700,0.3209453656325014,0.3709320070790586,0.978987982255112,14.948663262565907,2.8871151921326024,-0.3350347658314929
142,2021_02_01_neurovascular_datasets,1,3,21,,flatten,10000.0,700,0.32027867194740955,0.37060949440177815,0.9790395750240125,15.146596201060609,2.907503940430313,-0.3520061981978725
143,2021_02_01_neurovascular_datasets,1,3,21,,flatten,10000.0,700,0.319919257776631,0.3704724140292113,0.9790661879583933,15.247816999755498,2.9178233325708547,-0.36108323475321547
144,2021_02_01_neurovascular_datasets,1,5,0,,flatten,100.0,700,11.88402034209765,2.5223312320034155,0.1803010522739173,12.941577063897055,2.6636843332457145,-0.12746030821490692
145,2021_02_01_neurovascular_datasets,1,5,0,,flatten,100.0,700,11.873343770882109,2.521517489891509,0.18059064965617463,12.948757827789906,2.6642239469062083,-0.12828527729976064
146,2021_02_01_neurovascular_datasets,1,5,0,,flatten,100.0,700,11.859300280223472,2.5206425928001495,0.1809152573530107,12.953274293066078,2.664491472867611,-0.12885595575516415
147,2021_02_01_neurovascular_datasets,1,5,0,,flatten,100.0,700,11.848746029715208,2.5201842079214507,0.1809580531918522,12.959682687916644,2.6648440472196167,-0.1292197272971778
148,2021_02_01_neurovascular_datasets,1,5,1,,flatten,10000.0,700,5.350123992269948,1.5618788786932831,0.6325759107731158,7.545860642174031,1.990861438587645,0.31040846784154297
149,2021_02_01_neurovascular_datasets,1,5,1,,flatten,10000.0,700,6.3248885393727985,1.735416468700605,0.5673184974474114,9.451768445081886,2.2341631469487333,0.15529294013679043
150,2021_02_01_neurovascular_datasets,1,5,1,,flatten,10000.0,700,6.899105548983797,1.838043526481049,0.5269486235025823,10.720029199923385,2.387499239589641,0.050903132935926694
151,2021_02_01_neurovascular_datasets,1,5,1,,flatten,10000.0,700,7.261027150587005,1.9026067584447677,0.5009963431832439,11.547618386156039,2.4853891120963483,-0.017881359113986264
152,2021_02_01_neurovascular_datasets,1,5,3,,flatten,10000.0,700,3.827415786167421,1.3406276657672815,0.7392208635738596,9.52611287797418,2.2736767460159992,0.12821616312186782
153,2021_02_01_neurovascular_datasets,1,5,3,,flatten,10000.0,700,4.29270014972334,1.444080193761804,0.7081409845261911,11.78530380389775,2.5251839824022735,-0.05482216690205777
